ocel:eid,ocel:activity,ocel:timestamp,ocel:event_type,ocel:event_class,ocel:attr:stream:id,ocel:attr:stream:source,ocel:attr:stream:value,ocel:attr:concept:name,ocel:type:case_object
438bb5e2-2750-4c65-a60e-fb0ded043dcc,Disinfect injection site,2024-09-12 11:32:03.157000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,End,s2s8,['trace_8c60405a']
075ddcc8-a68e-431d-9e3d-0da47b555844,Insert needle,2024-09-12 11:32:07.481000+01:00,Insert needle,iot_event,Insert needle,Patient Left,Start,s2s8,['trace_8c60405a']
a3e742a9-bd80-4776-a094-8603196801b0,Insert needle,2024-09-12 11:32:20.096000+01:00,Insert needle,iot_event,Insert needle,Patient Left,End,s2s8,['trace_8c60405a']
eaadca44-fc3f-42c8-a9d2-0cb40b305906,Remove tourniquet,2024-09-12 11:32:22.930000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,Start,s2s8,['trace_8c60405a']
f34e38f1-0914-4e3b-af9e-fc44e6dc3a55,Remove tourniquet,2024-09-12 11:32:26.567000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,End,s2s8,['trace_8c60405a']
59bc8299-85d0-48a3-bd00-79bdfdf7b7d1,Start blood drawing machine,2024-09-12 11:32:31.448000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,Start,s2s8,['trace_8c60405a']
ebe92e50-1ee2-4bbc-b685-8bef5704f9c8,Start blood drawing machine,2024-09-12 11:32:33.094000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,End,s2s8,['trace_8c60405a']
437381e7-24e0-4d68-affc-267467147fdd,Monitor patient,2024-09-12 11:32:41.021000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,Start,s2s8,['trace_8c60405a']
91fe3605-2165-43eb-9db6-865bc835987b,Monitor patient,2024-09-12 11:32:44.426000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,End,s2s8,['trace_8c60405a']
1d33e941-bee7-40e9-973b-b16a7cafc5bc,Stop blood drawing machine,2024-09-12 11:32:47.788000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,Start,s2s8,['trace_8c60405a']
80bde852-ee90-4778-bdbf-d1c0c32ae1b3,Stop blood drawing machine,2024-09-12 11:32:50.263000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,End,s2s8,['trace_8c60405a']
36e2a443-e795-499c-8919-8e166fa53c5b,Remove needle,2024-09-12 11:32:51.608000+01:00,Remove needle,iot_event,Remove needle,Patient Left,Start,s2s8,['trace_8c60405a']
af44abf2-3607-4018-9cc1-4c4e104296d1,Remove needle,2024-09-12 11:33:08.474000+01:00,Remove needle,iot_event,Remove needle,Patient Left,End,s2s8,['trace_8c60405a']
a6fb759f-d430-4058-bd4a-bdfa1b71ea29,Remove gloves and hand hygiene,2024-09-12 11:33:10.442000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,Start,s2s8,['trace_8c60405a']
bab4d917-27f0-48a1-a459-13970dea92e2,Remove gloves and hand hygiene,2024-09-12 11:33:25.508000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,End,s2s8,['trace_8c60405a']
51cd63b9-cc4f-4509-8f5f-5fd6bbdb3b8a,Donor check-out,2024-09-12 11:33:29.127000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,Start,s2s8,['trace_8c60405a']
63690fc5-5537-43ea-af83-3f6e3ae85535,Donor check-out,2024-09-12 11:33:30.885000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,End,s2s8,['trace_8c60405a']
e711bf5b-9587-411f-966c-24f6b554b44d,Take out samples,2024-09-12 11:33:32.974000+01:00,Take out samples,iot_event,Take out samples,Patient Left,Start,s2s8,['trace_8c60405a']
797d9489-f620-418c-91fa-aaa3d30ec555,Take out samples,2024-09-12 11:33:39.572000+01:00,Take out samples,iot_event,Take out samples,Patient Left,End,s2s8,['trace_8c60405a']
533ef38f-9286-497d-9e16-204181a31b17,Hand hygiene,2024-09-12 11:33:42.137000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s2s8,['trace_8c60405a']
f5899d8d-fcee-40f0-be3a-cdd2b90e1a40,Hand hygiene,2024-09-12 11:33:48.817000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s2s8,['trace_8c60405a']
c492232e-de21-4068-a30d-07ec515259b3,HCW check-out,2024-09-12 11:33:51.756000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,Start,s2s8,['trace_8c60405a']
902aaf07-8f41-4e81-ba2d-491364d7855b,HCW check-out,2024-09-12 11:33:55.415000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,End,s2s8,['trace_8c60405a']
21d3e62c-02a3-4cc5-8eaa-bf0ace1298a7,Donor check-in,2024-09-12 15:49:15.871000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,Start,s3s1,['trace_ade83903']
7352e4e3-04ee-44ed-89f1-02eebb3d8df5,Donor check-in,2024-09-12 15:49:32.164000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,End,s3s1,['trace_ade83903']
6ab7b7fc-17d1-4fca-b9bb-93f0d6428e21,Donor check-in,2024-09-12 15:49:35.193000+01:00,Donor check-in,iot_event,Donor check-in,Patient Right,Start,s3s1,['trace_ade83903']
87535e0e-2afb-41c2-acc9-e6816bf058f6,Donor check-in,2024-09-12 15:49:38.379000+01:00,Donor check-in,iot_event,Donor check-in,Patient Right,End,s3s1,['trace_ade83903']
c99536c2-b031-48c8-b4b7-00113e548eb5,HCW check-in,2024-09-12 15:49:50.446000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,Start,s3s1,['trace_ade83903']
602f3b3b-d9af-44da-8170-7fdeb78ba7d2,HCW check-in,2024-09-12 15:49:51.583000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,End,s3s1,['trace_ade83903']
8a85fca8-ffd4-4c01-8b6d-5cfde9eb6c3b,Hand hygiene,2024-09-12 15:49:57.297000+01:00,Hand hygiene,iot_event,Hand hygiene,nan,Start,s3s1,['trace_ade83903']
78421ff3-11f2-469b-a105-188bfb1fc73f,Hand hygiene,2024-09-12 15:50:08.876000+01:00,Hand hygiene,iot_event,Hand hygiene,nan,End,s3s1,['trace_ade83903']
58ad2b17-2863-41fb-b6f2-55b70be1f722,Check blood drawing machine,2024-09-12 15:50:10.108000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,Start,s3s1,['trace_ade83903']
fb16c425-0698-498d-b843-4463fb165fc1,Check blood drawing machine,2024-09-12 15:50:14.627000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,End,s3s1,['trace_ade83903']
9ba42dd7-7a93-4212-afe4-11d063e1d881,Apply tourniquet,2024-09-12 15:50:16.944000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,Start,s3s1,['trace_ade83903']
cfcbe278-cc55-4160-b916-466841599837,Apply tourniquet,2024-09-12 15:50:25.943000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,End,s3s1,['trace_ade83903']
cba64152-e26a-4d07-8a08-762b39c4f47c,Hand hygiene and wear gloves,2024-09-12 15:50:30.244000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,nan,Start,s3s1,['trace_ade83903']
6224635b-bca9-45ff-a939-1b25a6a52f1b,Hand hygiene and wear gloves,2024-09-12 15:50:46.489000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,nan,End,s3s1,['trace_ade83903']
2f52829d-c311-43e3-b642-ee5d8740124e,Disinfect injection site,2024-09-12 15:50:47.328000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,Start,s3s1,['trace_ade83903']
654577d4-f1b4-43e1-ad8e-c419510fab98,Disinfect injection site,2024-09-12 15:50:58.754000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,End,s3s1,['trace_ade83903']
135c96f7-497d-48ee-8eb6-31717057dcbf,Insert needle,2024-09-12 15:51:04.552000+01:00,Insert needle,iot_event,Insert needle,Patient Left,Start,s3s1,['trace_ade83903']
6fbd494e-7471-4889-87db-a9f2c3b8da00,Insert needle,2024-09-12 15:51:14.275000+01:00,Insert needle,iot_event,Insert needle,Patient Left,End,s3s1,['trace_ade83903']
1c755562-575e-4109-b88f-abefcee4ccc3,Remove tourniquet,2024-09-12 15:51:17.754000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,Start,s3s1,['trace_ade83903']
d11a3d35-c998-4cc7-8552-e1cef7eed2ff,Remove tourniquet,2024-09-12 15:51:22.232000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,End,s3s1,['trace_ade83903']
a61f06c3-98aa-4ce8-9ee4-91ea18bce21c,Start blood drawing machine,2024-09-12 15:51:26.975000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,Start,s3s1,['trace_ade83903']
b8e7c2d9-45c4-470e-88d9-f671b18f2c95,Start blood drawing machine,2024-09-12 15:51:32.419000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,End,s3s1,['trace_ade83903']
08ce6003-e8a3-4fa6-afcf-6e5bc8d19766,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-12 15:51:40.743000+01:00,"Remove gloves, dispose of gloves, and hand hygiene",iot_event,"Remove gloves, dispose of gloves, and hand hygiene",nan,Start,s3s1,['trace_ade83903']
dff7ab6b-4598-4150-b4d6-e6d03aa23cf7,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-12 15:52:02.036000+01:00,"Remove gloves, dispose of gloves, and hand hygiene",iot_event,"Remove gloves, dispose of gloves, and hand hygiene",nan,End,s3s1,['trace_ade83903']
7bcf9b40-990d-4c32-a835-87f475f47183,Check blood drawing machine,2024-09-12 15:52:03.169000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Right,Start,s3s1,['trace_ade83903']
d19c5da8-0abd-4100-9480-d0b6e635aca4,Check blood drawing machine,2024-09-12 15:52:10.443000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Right,End,s3s1,['trace_ade83903']
2b14dc7e-912c-471e-a103-335270983b6f,Apply tourniquet,2024-09-12 15:52:11.063000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Right,Start,s3s1,['trace_ade83903']
9991c62e-2be3-4f53-a8b1-13d7aff3e459,Apply tourniquet,2024-09-12 15:52:19.118000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Right,End,s3s1,['trace_ade83903']
72087ac4-275f-408c-b8fe-52be66c6ed4d,Hand hygiene and wear gloves,2024-09-12 15:52:27.755000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,nan,Start,s3s1,['trace_ade83903']
cf1aed31-324e-42a0-b9f7-c7be0689c9d8,Hand hygiene and wear gloves,2024-09-12 15:52:39.061000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,nan,End,s3s1,['trace_ade83903']
d2223b43-3dcd-44ac-915a-e006779c3c04,Disinfect injection site,2024-09-12 15:52:39.577000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Right,Start,s3s1,['trace_ade83903']
5cd291f3-068d-40a8-a350-dac48c3a5407,Disinfect injection site,2024-09-12 15:52:47.829000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Right,End,s3s1,['trace_ade83903']
190f489c-a3b8-4158-b91c-3f5f8a5cb572,Insert needle,2024-09-12 15:52:50.148000+01:00,Insert needle,iot_event,Insert needle,Patient Right,Start,s3s1,['trace_ade83903']
e73fd997-b0bc-4ce6-8334-8188a23f2313,Insert needle,2024-09-12 15:52:56.710000+01:00,Insert needle,iot_event,Insert needle,Patient Right,End,s3s1,['trace_ade83903']
9e7b4ecb-eedc-4f67-923a-964d12de7423,Remove tourniquet,2024-09-12 15:53:00.175000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Right,Start,s3s1,['trace_ade83903']
6c1dd218-d998-4162-b3a2-32b1618631fb,Remove tourniquet,2024-09-12 15:53:04.739000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Right,End,s3s1,['trace_ade83903']
fcb9ed3d-2adb-41ea-b955-7f4e9b4fdc10,Start blood drawing machine,2024-09-12 15:53:05.835000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Right,Start,s3s1,['trace_ade83903']
7b999496-6c27-40ca-a90e-78c9c22781a2,Start blood drawing machine,2024-09-12 15:53:08.882000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Right,End,s3s1,['trace_ade83903']
0382f761-7b42-47ba-9cbf-69a114010fda,Monitor patient,2024-09-12 15:53:12.738000+01:00,Monitor patient,iot_event,Monitor patient,Patient Right,Start,s3s1,['trace_ade83903']
edd0a1eb-36aa-44c9-bfa0-70b0338bc85f,Monitor patient,2024-09-12 15:53:20.621000+01:00,Monitor patient,iot_event,Monitor patient,Patient Right,End,s3s1,['trace_ade83903']
24715f50-766a-467b-b736-5b40da04c2af,Stop blood drawing machine,2024-09-12 15:53:23.536000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Right,Start,s3s1,['trace_ade83903']
ea6fd9d2-b70c-4b26-88cc-13a09ef360d4,Stop blood drawing machine,2024-09-12 15:53:24.842000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Right,End,s3s1,['trace_ade83903']
1a087ea4-16b0-497a-9ca8-905d53941947,Remove needle,2024-09-12 15:53:35.641000+01:00,Remove needle,iot_event,Remove needle,Patient Right,Start,s3s1,['trace_ade83903']
ac371261-abcb-4e0a-aad7-8bff7d664db2,Remove needle,2024-09-12 15:53:50.347000+01:00,Remove needle,iot_event,Remove needle,Patient Right,End,s3s1,['trace_ade83903']
5f70eb49-8f8b-4270-b580-0a6e4853df2b,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-12 15:53:53.793000+01:00,"Remove gloves, dispose of gloves, and hand hygiene",iot_event,"Remove gloves, dispose of gloves, and hand hygiene",nan,Start,s3s1,['trace_ade83903']
0032e6a5-0940-41d8-8622-239b113e3539,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-12 15:54:05.192000+01:00,"Remove gloves, dispose of gloves, and hand hygiene",iot_event,"Remove gloves, dispose of gloves, and hand hygiene",nan,End,s3s1,['trace_ade83903']
befb3841-de34-4070-911e-7c9e8e34b740,Donor check-out,2024-09-12 15:54:06.087000+01:00,Donor check-out,iot_event,Donor check-out,Patient Right,Start,s3s1,['trace_ade83903']
0dd36bfa-77b1-47eb-aabb-386f1f526587,Donor check-out,2024-09-12 15:54:08.773000+01:00,Donor check-out,iot_event,Donor check-out,Patient Right,End,s3s1,['trace_ade83903']
a3f9b3a9-a350-4d05-b555-0428b86157e8,Take out samples,2024-09-12 15:54:10.143000+01:00,Take out samples,iot_event,Take out samples,Patient Right,Start,s3s1,['trace_ade83903']
978b3054-db10-4286-8ae6-67e9878c3034,Take out samples,2024-09-12 15:54:17.603000+01:00,Take out samples,iot_event,Take out samples,Patient Right,End,s3s1,['trace_ade83903']
376333a3-8747-4d61-ba02-237a01d93b6f,Hand hygiene and wear gloves,2024-09-12 15:54:25.285000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,nan,Start,s3s1,['trace_ade83903']
211cf642-d530-4397-a01f-3ee17c412a81,Hand hygiene and wear gloves,2024-09-12 15:54:43.551000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,nan,End,s3s1,['trace_ade83903']
1d9b56e3-bfa8-40dc-bde9-2d3cbca7bdad,Monitor patient,2024-09-12 15:54:44.733000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,Start,s3s1,['trace_ade83903']
a1352adb-16c6-475d-902b-fbc1eee4297c,Monitor patient,2024-09-12 15:54:59.082000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,End,s3s1,['trace_ade83903']
84b2993f-4e22-4758-bb96-27781276daf5,Stop blood drawing machine,2024-09-12 15:54:59.536000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,Start,s3s1,['trace_ade83903']
ed67df06-9fa6-4ace-9cb1-6bc5e7d9d910,Stop blood drawing machine,2024-09-12 15:54:59.842000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,End,s3s1,['trace_ade83903']
fa420091-2a1c-46ce-be01-de8d47eba93d,Remove needle,2024-09-12 15:55:00.031000+01:00,Remove needle,iot_event,Remove needle,Patient Left,Start,s3s1,['trace_ade83903']
57d93e29-0315-4d79-9368-63c0e074aaf2,Remove needle,2024-09-12 15:55:09.233000+01:00,Remove needle,iot_event,Remove needle,Patient Left,End,s3s1,['trace_ade83903']
8010f292-4244-4c79-98e2-ec27c46c8479,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-12 15:55:16.863000+01:00,"Remove gloves, dispose of gloves, and hand hygiene",iot_event,"Remove gloves, dispose of gloves, and hand hygiene",nan,Start,s3s1,['trace_ade83903']
a228da05-2991-494e-a5f4-88ac9057f366,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-12 15:55:27.615000+01:00,"Remove gloves, dispose of gloves, and hand hygiene",iot_event,"Remove gloves, dispose of gloves, and hand hygiene",nan,End,s3s1,['trace_ade83903']
9faa6316-e19f-45e5-a37d-1d976ae86400,Donor check-out,2024-09-12 15:55:28.543000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,Start,s3s1,['trace_ade83903']
5ede43d5-0bff-4126-b12e-7f97b69e0b45,Donor check-out,2024-09-12 15:55:31.327000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,End,s3s1,['trace_ade83903']
85b02d2f-87de-4a35-b6ca-b590813a7f7f,Take out samples,2024-09-12 15:55:34.843000+01:00,Take out samples,iot_event,Take out samples,Patient Left,Start,s3s1,['trace_ade83903']
ad14b7a8-f2d4-44d7-ade9-a928a6fea856,Take out samples,2024-09-12 15:55:36.040000+01:00,Take out samples,iot_event,Take out samples,Patient Left,End,s3s1,['trace_ade83903']
b19ca2e4-0edf-4ba3-8131-4d9734616c1e,Hand hygiene,2024-09-12 15:55:41.636000+01:00,Hand hygiene,iot_event,Hand hygiene,nan,Start,s3s1,['trace_ade83903']
1d6de8ca-4046-47d3-ad5a-47656448425f,Hand hygiene,2024-09-12 15:55:50.994000+01:00,Hand hygiene,iot_event,Hand hygiene,nan,End,s3s1,['trace_ade83903']
5971879a-1199-41f9-945e-4d626dde4497,HCW check-out,2024-09-12 15:55:51.890000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,Start,s3s1,['trace_ade83903']
e2371961-949d-4629-b405-ebdb2a19a484,HCW check-out,2024-09-12 15:55:52.484000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,End,s3s1,['trace_ade83903']
3b3679e5-0d8c-4175-b061-d2192d7c2e8a,Donor check-in,2024-09-12 15:58:31.100000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,Start,s3s2,['trace_13fe8a26']
a49ee67b-d6d5-48e7-83dc-9f0677325145,Donor check-in,2024-09-12 15:58:34.465000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,End,s3s2,['trace_13fe8a26']
fb93c2b1-47a7-4ff2-806d-933cf0b3ba91,HCW check-in,2024-09-12 15:58:36.788000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,Start,s3s2,['trace_13fe8a26']
951e61ff-b8d1-4ce4-b16e-1d6ea0693470,HCW check-in,2024-09-12 15:58:40.979000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,End,s3s2,['trace_13fe8a26']
2d2fd600-291b-4cb6-a19a-767fe3f5ca9c,Hand hygiene,2024-09-12 15:58:42.980000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s3s2,['trace_13fe8a26']
ac8a985f-a123-44fe-a333-5fe86e8a4a9f,Hand hygiene,2024-09-12 15:58:54.979000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s3s2,['trace_13fe8a26']
9f275892-b9c0-4482-8e4e-fd5ac99a769e,Check blood drawing machine,2024-09-12 15:58:55.686000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,Start,s3s2,['trace_13fe8a26']
9d52dc35-7ab7-4f53-9baa-3b24670c3095,Check blood drawing machine,2024-09-12 15:58:58.317000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,End,s3s2,['trace_13fe8a26']
76d4cb3a-8492-4770-a628-4044d34f4705,Apply tourniquet,2024-09-12 15:59:01.292000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,Start,s3s2,['trace_13fe8a26']
c4e6a37f-949a-46d2-97ee-637653814ef4,Apply tourniquet,2024-09-12 15:59:07.420000+01:00,Apply tourniquet,iot_event,Apply tourniquet,Patient Left,End,s3s2,['trace_13fe8a26']
04ea4857-6dbf-4cce-b155-3c065a1fe55c,Hand hygiene and wear gloves,2024-09-12 15:59:08.834000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,Patient Left,Start,s3s2,['trace_13fe8a26']
0477398c-a977-4a0b-a64e-02549f6bf1e0,Hand hygiene and wear gloves,2024-09-12 15:59:58.005000+01:00,Hand hygiene and wear gloves,iot_event,Hand hygiene and wear gloves,Patient Left,End,s3s2,['trace_13fe8a26']
dae2706e-125f-4af9-a8e4-ef13990525ff,Disinfect injection site,2024-09-12 15:59:58.767000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,Start,s3s2,['trace_13fe8a26']
c95d5742-76fc-4344-abd1-3c94379819d0,Disinfect injection site,2024-09-12 16:00:07.703000+01:00,Disinfect injection site,iot_event,Disinfect injection site,Patient Left,End,s3s2,['trace_13fe8a26']
5bc0702f-2b24-4d99-9f65-c88adc979db2,Insert needle,2024-09-12 16:00:10.471000+01:00,Insert needle,iot_event,Insert needle,Patient Left,Start,s3s2,['trace_13fe8a26']
ff593179-ed19-4159-8706-7e38e9558dc6,Insert needle,2024-09-12 16:00:18.175000+01:00,Insert needle,iot_event,Insert needle,Patient Left,End,s3s2,['trace_13fe8a26']
e3a50e91-fc1c-4aa2-b3b5-9f0e06fb3829,Remove tourniquet,2024-09-12 16:00:24.936000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,Start,s3s2,['trace_13fe8a26']
ea4e5807-f096-4ed3-92f2-a769565ea6e8,Remove tourniquet,2024-09-12 16:00:29.441000+01:00,Remove tourniquet,iot_event,Remove tourniquet,Patient Left,End,s3s2,['trace_13fe8a26']
a2d2f9f5-00e8-4939-8bc4-9024510ffddc,Start blood drawing machine,2024-09-12 16:00:32.723000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,Start,s3s2,['trace_13fe8a26']
ce1a0c9c-cc2b-42a3-ba90-372c1f9680b7,Start blood drawing machine,2024-09-12 16:00:37.251000+01:00,Start blood drawing machine,iot_event,Start blood drawing machine,Patient Left,End,s3s2,['trace_13fe8a26']
9defe419-f8cf-4f5d-8801-d077e3cc3a19,Monitor patient,2024-09-12 16:00:46.865000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,Start,s3s2,['trace_13fe8a26']
9deb8048-12ae-4675-b95b-65ea19af64a2,Monitor patient,2024-09-12 16:00:52.624000+01:00,Monitor patient,iot_event,Monitor patient,Patient Left,End,s3s2,['trace_13fe8a26']
a188d2ed-d642-41cf-99ae-83eba069c49d,Stop blood drawing machine,2024-09-12 16:00:53.729000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,Start,s3s2,['trace_13fe8a26']
e7ba32bd-c637-4c53-89bb-d5776f1e9f0e,Stop blood drawing machine,2024-09-12 16:00:57.236000+01:00,Stop blood drawing machine,iot_event,Stop blood drawing machine,Patient Left,End,s3s2,['trace_13fe8a26']
eff76b7f-4823-41dc-9fd5-3972b3b6976a,Remove needle,2024-09-12 16:00:58.628000+01:00,Remove needle,iot_event,Remove needle,Patient Left,Start,s3s2,['trace_13fe8a26']
7ea22700-8383-4eeb-992a-c1ffd1a519c8,Remove needle,2024-09-12 16:01:11.882000+01:00,Remove needle,iot_event,Remove needle,Patient Left,End,s3s2,['trace_13fe8a26']
03b6e0cf-fd6a-4ff0-9df0-5fa028405821,Remove gloves and hand hygiene,2024-09-12 16:01:16.626000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,Start,s3s2,['trace_13fe8a26']
35251d74-f3e1-40ed-beae-57ecf09fe5ee,Remove gloves and hand hygiene,2024-09-12 16:01:34.619000+01:00,Remove gloves and hand hygiene,iot_event,Remove gloves and hand hygiene,Patient Left,End,s3s2,['trace_13fe8a26']
c8685536-dc3d-4151-b3f9-cd6039be0c56,Donor check-out,2024-09-12 16:01:36.122000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,Start,s3s2,['trace_13fe8a26']
dacdc999-0373-48ab-a0cb-1987f32c2f78,Donor check-out,2024-09-12 16:01:50.822000+01:00,Donor check-out,iot_event,Donor check-out,Patient Left,End,s3s2,['trace_13fe8a26']
1ebe41a0-a715-40e2-a526-c4374bf4b51b,Take out samples,2024-09-12 16:01:53.390000+01:00,Take out samples,iot_event,Take out samples,Patient Left,Start,s3s2,['trace_13fe8a26']
ed07027d-7753-442b-b81e-8e888e28f859,Take out samples,2024-09-12 16:02:01.865000+01:00,Take out samples,iot_event,Take out samples,Patient Left,End,s3s2,['trace_13fe8a26']
707464f0-cc11-48d6-b24c-aa12d31ed427,Hand hygiene,2024-09-12 16:02:02.895000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s3s2,['trace_13fe8a26']
cf22d545-b659-4756-a5e4-a5742dfa5661,Hand hygiene,2024-09-12 16:02:12.818000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s3s2,['trace_13fe8a26']
7b2419ef-d4a9-4586-a261-257f0a13fb57,HCW check-out,2024-09-12 16:02:13.722000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,Start,s3s2,['trace_13fe8a26']
29c59d3b-15e3-4625-9e8a-ab1fe63b0d29,HCW check-out,2024-09-12 16:02:17.060000+01:00,HCW check-out,iot_event,HCW check-out,Patient Left,End,s3s2,['trace_13fe8a26']
d773927b-45a3-4f78-8a41-c8c863090e1b,Donor check-in,2024-09-12 16:04:27.778000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,Start,s3s3,['trace_77941a9a']
d2ca4c2c-f7e2-45de-b1b6-7c336557774c,Donor check-in,2024-09-12 16:04:33.120000+01:00,Donor check-in,iot_event,Donor check-in,Patient Left,End,s3s3,['trace_77941a9a']
f059c678-0080-48db-900e-3eca2b7753e3,HCW check-in,2024-09-12 16:04:37.826000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,Start,s3s3,['trace_77941a9a']
b7b057e4-8318-4b56-9ed5-0a1ad7314245,HCW check-in,2024-09-12 16:04:38.568000+01:00,HCW check-in,iot_event,HCW check-in,Patient Left,End,s3s3,['trace_77941a9a']
ee5f5387-4376-43c9-b5c1-c0766a370ad8,Hand hygiene,2024-09-12 16:04:39.820000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,Start,s3s3,['trace_77941a9a']
e5524b68-3463-490a-a142-2de2f012c925,Hand hygiene,2024-09-12 16:04:55.871000+01:00,Hand hygiene,iot_event,Hand hygiene,Patient Left,End,s3s3,['trace_77941a9a']
6531343d-a14d-4de5-ba42-575ea60c8274,Check blood drawing machine,2024-09-12 16:04:56.388000+01:00,Check blood drawing machine,iot_event,Check blood drawing machine,Patient Left,Start,s3s3,['trace_77941a9a']
